               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  62,            0.070858,            0.093901,                   0,             0.34084,             0.46667,              0.2814,            0.063652,            0.078402,             0.13441,                   0,           0.0087922,           0.0087922,           0.0087922
                  63,            0.070202,            0.095499,                   0,             0.28451,             0.49206,             0.21854,            0.068825,            0.093486,             0.13548,                   0,           0.0087724,           0.0087724,           0.0087724
                  64,            0.074868,             0.11037,                   0,             0.28451,             0.49206,             0.21854,            0.068825,            0.093486,             0.13548,                   0,           0.0087526,           0.0087526,           0.0087526
                  65,            0.076317,             0.10763,                   0,             0.36344,             0.44762,               0.344,            0.093637,            0.077591,             0.14206,                   0,           0.0087328,           0.0087328,           0.0087328
                  66,            0.070201,             0.10221,                   0,             0.36344,             0.44762,               0.344,            0.093637,            0.077591,             0.14206,                   0,            0.008713,            0.008713,            0.008713
                  67,            0.070151,             0.10002,                   0,             0.47215,             0.57143,             0.47868,             0.13593,            0.077055,             0.14178,                   0,           0.0086932,           0.0086932,           0.0086932
                  68,            0.064014,             0.10391,                   0,             0.47215,             0.57143,             0.47868,             0.13593,            0.077055,             0.14178,                   0,           0.0086734,           0.0086734,           0.0086734
                  69,            0.063497,             0.09998,                   0,             0.38779,              0.4424,             0.39844,             0.10556,            0.077731,              0.1346,                   0,           0.0086536,           0.0086536,           0.0086536
                  70,            0.066358,             0.10075,                   0,             0.38779,              0.4424,             0.39844,             0.10556,            0.077731,              0.1346,                   0,           0.0086338,           0.0086338,           0.0086338
                  71,            0.066066,            0.093736,                   0,             0.34049,             0.53594,             0.30945,             0.09021,            0.087054,             0.14221,                   0,            0.008614,            0.008614,            0.008614
                  72,            0.073182,            0.084415,                   0,             0.34049,             0.53594,             0.30945,             0.09021,            0.087054,             0.14221,                   0,           0.0085942,           0.0085942,           0.0085942
                  73,            0.072551,             0.08836,                   0,             0.13974,             0.62857,             0.12647,            0.037436,            0.077766,             0.14788,                   0,           0.0085744,           0.0085744,           0.0085744
                  74,            0.065299,            0.087154,                   0,             0.13974,             0.62857,             0.12647,            0.037436,            0.077766,             0.14788,                   0,           0.0085546,           0.0085546,           0.0085546
