               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.093142,            0.085567,                   0,            0.031116,            0.026455,           0.0080731,           0.0013671,            0.041568,            0.058428,                   0,                 0.1,                   0,                   0
                   1,            0.056265,            0.082762,                   0,            0.045346,            0.031746,           0.0077456,           0.0011423,            0.042329,            0.060582,                   0,              0.0991,          9.9802e-05,          9.9802e-05
                   2,            0.051074,            0.087824,                   0,            0.037577,            0.031746,           0.0065313,          0.00094307,            0.042035,            0.061757,                   0,            0.098199,          0.00019921,          0.00019921
                   3,            0.051657,            0.092633,                   0,            0.035878,            0.026455,           0.0073303,            0.001217,            0.041558,            0.061904,                   0,            0.097298,          0.00029822,          0.00029822
                   4,            0.071137,            0.085703,                   0,            0.058347,            0.047619,            0.013158,              0.0024,            0.040992,             0.06153,                   0,            0.096397,          0.00039683,          0.00039683
                   5,             0.04697,            0.088794,                   0,            0.059739,             0.05291,            0.016572,           0.0031405,            0.040423,            0.061321,                   0,            0.095495,          0.00049505,          0.00049505
                   6,            0.048887,            0.075035,                   0,            0.088591,            0.089947,            0.032173,            0.006042,            0.039835,            0.060621,                   0,            0.094593,          0.00059287,          0.00059287
                   7,            0.055867,            0.079771,                   0,             0.14438,             0.11111,            0.055407,            0.010061,            0.039263,            0.059428,                   0,             0.09369,           0.0006903,           0.0006903
                   8,            0.053911,            0.076835,                   0,              0.1847,             0.16931,            0.093628,            0.018987,            0.038861,            0.058222,                   0,            0.092787,          0.00078733,          0.00078733
                   9,            0.063792,            0.085284,                   0,             0.20037,             0.18519,            0.098245,            0.019967,            0.038672,            0.057879,                   0,            0.091884,          0.00088396,          0.00088396
                  10,            0.043408,            0.086783,                   0,             0.19798,             0.20106,             0.10566,            0.022351,            0.038582,            0.057875,                   0,             0.09098,           0.0009802,           0.0009802
                  11,            0.056105,            0.075333,                   0,             0.17449,             0.22751,             0.11138,            0.026017,            0.038496,            0.056971,                   0,            0.090076,            0.001076,            0.001076
                  12,            0.052195,             0.10151,                   0,             0.17693,             0.21693,            0.098014,            0.022796,            0.038622,             0.05779,                   0,            0.089171,           0.0011715,           0.0011715
                  13,            0.050923,            0.080785,                   0,             0.15575,             0.17989,            0.076322,            0.015665,            0.039378,            0.055651,                   0,            0.088267,           0.0012665,           0.0012665
                  14,            0.072372,            0.078203,                   0,            0.081787,             0.11111,            0.038645,           0.0091516,             0.04051,            0.053692,                   0,            0.087361,           0.0013612,           0.0013612
                  15,            0.090582,            0.087556,                   0,            0.087578,             0.12494,             0.04533,            0.008589,            0.040915,            0.052182,                   0,            0.086455,           0.0014555,           0.0014555
                  16,            0.066579,            0.060681,                   0,            0.071464,             0.12169,            0.042652,            0.008534,            0.041013,            0.050866,                   0,            0.085549,           0.0015493,           0.0015493
                  17,            0.050704,            0.098513,                   0,            0.071464,             0.12169,            0.042652,            0.008534,            0.041013,            0.050866,                   0,            0.084643,           0.0016428,           0.0016428
                  18,            0.058246,             0.10373,                   0,             0.06693,            0.089947,            0.032975,           0.0064067,             0.04139,            0.049425,                   0,            0.083736,           0.0017358,           0.0017358
                  19,            0.052211,            0.061673,                   0,             0.06693,            0.089947,            0.032975,           0.0064067,             0.04139,            0.049425,                   0,            0.082829,           0.0018285,           0.0018285
                  20,            0.034888,            0.056805,                   0,            0.056928,             0.06963,            0.027781,           0.0048897,            0.041845,            0.048305,                   0,            0.081921,           0.0019208,           0.0019208
                  21,            0.068506,            0.081127,                   0,            0.056928,             0.06963,            0.027781,           0.0048897,            0.041845,            0.048305,                   0,            0.081013,           0.0020127,           0.0020127
                  22,            0.051865,            0.077341,                   0,            0.064706,            0.068783,            0.026736,           0.0052537,            0.041799,            0.047766,                   0,            0.080104,           0.0021042,           0.0021042
                  23,            0.053393,            0.084947,                   0,            0.064706,            0.068783,            0.026736,           0.0052537,            0.041799,            0.047766,                   0,            0.079195,           0.0021953,           0.0021953
                  24,            0.059282,            0.055424,                   0,            0.059096,             0.05291,            0.021601,            0.004876,            0.042259,            0.045324,                   0,            0.078286,            0.002286,            0.002286
                  25,            0.060777,            0.069023,                   0,            0.059096,             0.05291,            0.021601,            0.004876,            0.042259,            0.045324,                   0,            0.077376,           0.0023762,           0.0023762
                  26,            0.064145,            0.089217,                   0,            0.076157,            0.061507,            0.028943,           0.0068238,            0.042344,            0.043336,                   0,            0.076466,           0.0024662,           0.0024662
                  27,            0.060044,             0.11612,                   0,            0.076157,            0.061507,            0.028943,           0.0068238,            0.042344,            0.043336,                   0,            0.075556,           0.0025557,           0.0025557
                  28,            0.054861,            0.085912,                   0,             0.11557,            0.084656,             0.04015,           0.0085242,            0.041732,            0.044837,                   0,            0.074645,           0.0026448,           0.0026448
                  29,            0.046204,            0.064262,                   0,             0.11557,            0.084656,             0.04015,           0.0085242,            0.041732,            0.044837,                   0,            0.073733,           0.0027335,           0.0027335
                  30,            0.048638,             0.07448,                   0,             0.11606,            0.089947,            0.041161,           0.0087969,            0.041715,            0.044315,                   0,            0.072822,           0.0028218,           0.0028218
                  31,             0.06101,            0.083913,                   0,             0.11606,            0.089947,            0.041161,           0.0087969,            0.041715,            0.044315,                   0,             0.07191,           0.0029097,           0.0029097
                  32,            0.072988,            0.066986,                   0,             0.16626,             0.10053,            0.054588,            0.011273,            0.041151,            0.045097,                   0,            0.070997,           0.0029972,           0.0029972
                  33,            0.052113,            0.068981,                   0,             0.16626,             0.10053,            0.054588,            0.011273,            0.041151,            0.045097,                   0,            0.070084,           0.0030844,           0.0030844
                  34,            0.057665,            0.095005,                   0,            0.092854,             0.10507,             0.04124,           0.0096968,            0.040537,            0.047729,                   0,            0.069171,           0.0031711,           0.0031711
                  35,            0.047838,            0.083213,                   0,            0.092854,             0.10507,             0.04124,           0.0096968,            0.040537,            0.047729,                   0,            0.068257,           0.0032574,           0.0032574
                  36,            0.067298,            0.067625,                   0,             0.16111,             0.11111,            0.054162,            0.012013,            0.039714,            0.047137,                   0,            0.067343,           0.0033434,           0.0033434
                  37,            0.053676,            0.081077,                   0,             0.16111,             0.11111,            0.054162,            0.012013,            0.039714,            0.047137,                   0,            0.066429,           0.0034289,           0.0034289
                  38,            0.059635,            0.094573,                   0,             0.24333,             0.15344,             0.09218,            0.017565,             0.03891,              0.0493,                   0,            0.065514,           0.0035141,           0.0035141
                  39,            0.056779,            0.080013,                   0,             0.24333,             0.15344,             0.09218,            0.017565,             0.03891,              0.0493,                   0,            0.064599,           0.0035988,           0.0035988
                  40,            0.051731,            0.068393,                   0,             0.20647,             0.13228,            0.071577,            0.013962,            0.038701,             0.04885,                   0,            0.063683,           0.0036832,           0.0036832
                  41,            0.070726,            0.077217,                   0,             0.20647,             0.13228,            0.071577,            0.013962,            0.038701,             0.04885,                   0,            0.062767,           0.0037672,           0.0037672
                  42,            0.053936,            0.050629,                   0,             0.17336,             0.16931,            0.067999,            0.015134,             0.03878,              0.0466,                   0,            0.061851,           0.0038507,           0.0038507
                  43,            0.064611,            0.069062,                   0,             0.17336,             0.16931,            0.067999,            0.015134,             0.03878,              0.0466,                   0,            0.060934,           0.0039339,           0.0039339
                  44,            0.060742,            0.089701,                   0,             0.19893,             0.18519,            0.091007,            0.021888,            0.038377,            0.047229,                   0,            0.060017,           0.0040167,           0.0040167
                  45,            0.060831,            0.060636,                   0,             0.19893,             0.18519,            0.091007,            0.021888,            0.038377,            0.047229,                   0,            0.059099,           0.0040991,           0.0040991
                  46,            0.053761,            0.067001,                   0,             0.24042,             0.21693,             0.12716,             0.02439,            0.038396,             0.04637,                   0,            0.058181,            0.004181,            0.004181
                  47,            0.052932,            0.052687,                   0,             0.24042,             0.21693,             0.12716,             0.02439,            0.038396,             0.04637,                   0,            0.057263,           0.0042626,           0.0042626
                  48,            0.037331,            0.051199,                   0,             0.17138,             0.19577,            0.096002,            0.022178,            0.038288,            0.046582,                   0,            0.056344,           0.0043438,           0.0043438
                  49,            0.066233,            0.054861,                   0,             0.17138,             0.19577,            0.096002,            0.022178,            0.038288,            0.046582,                   0,            0.055425,           0.0044246,           0.0044246
                  50,            0.043644,            0.055543,                   0,             0.24739,             0.22222,             0.13056,            0.029215,            0.038183,            0.045426,                   0,            0.054505,            0.004505,            0.004505
                  51,            0.074948,            0.082447,                   0,             0.24739,             0.22222,             0.13056,            0.029215,            0.038183,            0.045426,                   0,            0.053585,            0.004585,            0.004585
                  52,            0.039884,            0.067806,                   0,             0.24739,             0.22222,             0.13056,            0.029215,            0.038183,            0.045426,                   0,            0.052665,           0.0046646,           0.0046646
                  53,            0.066455,            0.061698,                   0,             0.21994,             0.22222,             0.11864,            0.027687,            0.038403,            0.045389,                   0,            0.051744,           0.0047438,           0.0047438
                  54,            0.064443,            0.066914,                   0,             0.21994,             0.22222,             0.11864,            0.027687,            0.038403,            0.045389,                   0,            0.050823,           0.0048226,           0.0048226
                  55,            0.065161,            0.088327,                   0,             0.21994,             0.22222,             0.11864,            0.027687,            0.038403,            0.045389,                   0,            0.049901,           0.0049011,           0.0049011
                  56,            0.068754,            0.095794,                   0,              0.2581,             0.22222,             0.16631,             0.03444,            0.038901,            0.045274,                   0,            0.048979,           0.0049791,           0.0049791
                  57,            0.071129,            0.090381,                   0,              0.2581,             0.22222,             0.16631,             0.03444,            0.038901,            0.045274,                   0,            0.048057,           0.0050567,           0.0050567
                  58,            0.044524,            0.081132,                   0,              0.2581,             0.22222,             0.16631,             0.03444,            0.038901,            0.045274,                   0,            0.047134,           0.0051339,           0.0051339
                  59,            0.069939,            0.070829,                   0,             0.14324,             0.15873,            0.072312,            0.016626,            0.039355,            0.045202,                   0,            0.046211,           0.0052108,           0.0052108
                  60,             0.06513,             0.07342,                   0,             0.14324,             0.15873,            0.072312,            0.016626,            0.039355,            0.045202,                   0,            0.045287,           0.0052872,           0.0052872
                  61,            0.076875,            0.062808,                   0,             0.14324,             0.15873,            0.072312,            0.016626,            0.039355,            0.045202,                   0,            0.044363,           0.0053632,           0.0053632
                  62,            0.056951,            0.052967,                   0,             0.13834,             0.12169,            0.046488,            0.012875,            0.040599,            0.043207,                   0,            0.043439,           0.0054389,           0.0054389
