               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  39,            0.040193,            0.067455,                   0,             0.77035,             0.82716,             0.79086,             0.34313,            0.047975,            0.052303,                   0,            0.006238,            0.006238,            0.006238
                  40,            0.040017,            0.077968,                   0,             0.80171,             0.88889,              0.8291,             0.39643,            0.043522,            0.050015,                   0,            0.006139,            0.006139,            0.006139
                  41,            0.037958,             0.07374,                   0,             0.84732,             0.89066,              0.8702,             0.45387,             0.04189,            0.055544,                   0,             0.00604,             0.00604,             0.00604
                  42,            0.037803,            0.073862,                   0,             0.78412,             0.89684,             0.81232,             0.40685,            0.045584,             0.05197,                   0,            0.005941,            0.005941,            0.005941
                  43,            0.040273,            0.065369,                   0,             0.83077,             0.88889,             0.83855,             0.42043,            0.044162,            0.050804,                   0,            0.005842,            0.005842,            0.005842
                  44,            0.039026,            0.063885,                   0,             0.85024,             0.91358,             0.86061,             0.45833,            0.040887,            0.050408,                   0,            0.005743,            0.005743,            0.005743
                  45,            0.037953,            0.066377,                   0,             0.86697,             0.91187,              0.8708,             0.44567,            0.042413,             0.05044,                   0,            0.005644,            0.005644,            0.005644
                  46,            0.036949,            0.060808,                   0,             0.87228,             0.92181,             0.86862,             0.41011,            0.044697,            0.052405,                   0,            0.005545,            0.005545,            0.005545
                  47,            0.038427,            0.072132,                   0,             0.85533,             0.92452,             0.82618,             0.37261,            0.043977,            0.053917,                   0,            0.005446,            0.005446,            0.005446
                  48,            0.036882,            0.065977,                   0,             0.86148,             0.93416,             0.84485,             0.45034,            0.041738,             0.05177,                   0,            0.005347,            0.005347,            0.005347
                  49,            0.038278,            0.063298,                   0,             0.85114,             0.90947,             0.82875,             0.38814,            0.047311,            0.049872,                   0,            0.005248,            0.005248,            0.005248
                  50,            0.035558,            0.067652,                   0,              0.8643,             0.93004,             0.87525,             0.45414,            0.041077,            0.051284,                   0,            0.005149,            0.005149,            0.005149
                  51,            0.034773,            0.058677,                   0,             0.86688,             0.93797,             0.88845,             0.45702,            0.041931,            0.050382,                   0,             0.00505,             0.00505,             0.00505
                  52,             0.03473,            0.068048,                   0,              0.8766,             0.93551,             0.90475,             0.48031,            0.039806,            0.051211,                   0,            0.004951,            0.004951,            0.004951
                  53,            0.035474,            0.067587,                   0,             0.85928,              0.9177,              0.8786,              0.4771,            0.040075,            0.049787,                   0,            0.004852,            0.004852,            0.004852
                  54,            0.034404,            0.061101,                   0,             0.86127,             0.91976,             0.89147,              0.4809,             0.04052,            0.050255,                   0,            0.004753,            0.004753,            0.004753
                  55,            0.034019,            0.059528,                   0,             0.86667,               0.893,             0.87153,             0.46163,            0.040921,            0.050155,                   0,            0.004654,            0.004654,            0.004654
                  56,            0.035984,            0.071701,                   0,             0.87217,             0.89848,             0.86685,             0.48479,            0.038724,            0.050025,                   0,            0.004555,            0.004555,            0.004555
                  57,            0.034812,            0.067629,                   0,             0.87377,             0.91158,             0.87632,             0.44151,            0.042952,            0.051522,                   0,            0.004456,            0.004456,            0.004456
                  58,            0.033991,            0.064337,                   0,             0.86663,               0.893,             0.86073,             0.46916,            0.039556,            0.050589,                   0,            0.004357,            0.004357,            0.004357
                  59,            0.031846,             0.05379,                   0,              0.8613,             0.88066,             0.86577,             0.44542,            0.040759,            0.050151,                   0,            0.004258,            0.004258,            0.004258
